title,summary,published,authors,processed_summary
Sail into the Headwind: Alignment via Robust Rewards and Dynamic Labels against Reward Hacking,"Aligning AI systems with human preferences typically suffers from the
infamous reward hacking problem, where optimization of an imperfect reward
model leads to undesired behaviors. In this paper, we investigate reward
hacking in offline preference optimization, which aims to improve an initial
model using a preference dataset. We identify two types of reward hacking
stemming from statistical fluctuations in the dataset: Type I Reward Hacking
due to subpar choices appearing more favorable, and Type II Reward Hacking due
to decent choices appearing less favorable. We prove that many (mainstream or
theoretical) preference optimization methods suffer from both types of reward
hacking. To mitigate Type I Reward Hacking, we propose POWER, a new preference
optimization method that combines Guiasu's weighted entropy with a robust
reward maximization objective. POWER enjoys finite-sample guarantees under
general function approximation, competing with the best covered policy in the
data. To mitigate Type II Reward Hacking, we analyze the learning dynamics of
preference optimization and develop a novel technique that dynamically updates
preference labels toward certain ""stationary labels"", resulting in diminishing
gradients for untrustworthy samples. Empirically, POWER with dynamic labels
(POWER-DL) consistently outperforms state-of-the-art methods on alignment
benchmarks, achieving improvements of up to 13.0 points on AlpacaEval 2.0 and
11.5 points on Arena-Hard over DPO, while also improving or maintaining
performance on downstream tasks such as mathematical reasoning. Strong
theoretical guarantees and empirical results demonstrate the promise of
POWER-DL in mitigating reward hacking.",2024-12-12 18:34:47+00:00,"['Paria Rashidinejad', 'Yuandong Tian']",align ai system human preference typically suffer infamous reward hack problem optimization imperfect reward model lead undesired behavior paper investigate reward hack offline preference optimization aim improve initial model preference dataset identify type reward hack stem statistical fluctuation dataset type reward hacking subpar choice appear favorable type ii reward hack decent choice appear favorable prove mainstream theoretical preference optimization method suffer type reward hacking mitigate type reward hacking propose power new preference optimization method combine guiasu weighted entropy robust reward maximization objective power enjoy finite sample guarantee general function approximation compete well cover policy datum mitigate type ii reward hacking analyze learn dynamic preference optimization develop novel technique dynamically update preference label certain stationary label result diminish gradient untrustworthy sample empirically power dynamic label power dl consistently outperform state art method alignment benchmark achieve improvement point alpacaeval point arena hard dpo improve maintain performance downstream task mathematical reasoning strong theoretical guarantee empirical result demonstrate promise power dl mitigate reward hack
The Controlled Four-Parameter Method for Cross-Assignment of Directional Wave Systems,"Cross-assignment of directional wave spectra is a critical task in wave data
assimilation. Traditionally, most methods rely on two-parameter spectral
distances or energy ranking approaches, which often fail to account for the
complexities of the wave field, leading to inaccuracies. To address these
limitations, we propose the Controlled Four-Parameter Method (C4PM), which
independently considers four integrated wave parameters. This method enhances
the accuracy and robustness of cross-assignment by offering flexibility in
assigning weights and controls to each wave parameter. We compare C4PM with a
two-parameter spectral distance method using data from two buoys moored 13 km
apart in deep water. Although both methods produce negligible bias and high
correlation, C4PM demonstrates superior performance by preventing the
occurrence of outliers and achieving a lower root mean square error across all
parameters. The negligible computational cost and customization make C4PM a
valuable tool for wave data assimilation, improving the reliability of
forecasts and model validations.",2024-12-12 18:33:14+00:00,"['Andre Luiz Cordeiro dos Santos', 'Felipe Marques dos Santos', 'Nelson Violante-Carvalho', 'Luiz Mariano Carvalho', 'Helder Manoel Venceslau']",cross assignment directional wave spectra critical task wave datum assimilation traditionally method rely parameter spectral distance energy rank approach fail account complexity wave field lead inaccuracy address limitation propose controlled parameter method independently consider integrate wave parameter method enhance accuracy robustness cross assignment offer flexibility assign weight control wave parameter compare parameter spectral distance method datum buoy moor km apart deep water method produce negligible bias high correlation demonstrate superior performance prevent occurrence outlier achieve low root mean square error parameter negligible computational cost customization valuable tool wave datum assimilation improve reliability forecast model validation
Discretely self-similar exterior-naked singularities for the Einstein-scalar field system,"The problem of constructing naked singularities in general relativity can be
naturally divided into two parts: (i) the construction of the region exterior
to the past light cone of the singularity, extending all the way to (an
incomplete) future null infinity and yielding the nakedness property (what we
will call exterior-naked singularity regions); (ii) attaching an interior
fill-in that ensures that the singularity arises from regular initial data.
This problem has been resolved for the spherically symmetric Einstein-scalar
field system by Christodoulou, but his construction, based on a continuously
self-similar ansatz, requires that both the exterior and the interior regions
are mildly irregular on the past cone of the singularity. On the other hand,
numerical works suggest that there exist naked singularity spacetimes with
discrete self-similarity arising from smooth initial data. In this paper, we
revisit part (i) of the problem and we construct exterior-naked singularity
regions with discretely self-similar profiles which are smooth on the past cone
of the singularity. We show that the scalar field remains uniformly bounded,
but the singularity is characterized by the infinite oscillations of the scalar
field and the mass aspect ratio. (Our examples require however that the mass
aspect ratio is uniformly small, and thus the solutions are distinct from the
exterior regions of the numerical examples.) It remains an open problem to
smoothly attach interior fill-ins as in (ii) to our solutions, which would
yield a new construction of naked singularity spacetimes, now arising from
smooth initial data.",2024-12-12 18:30:25+00:00,"['Serban Cicortas', 'Christoph Kehle']",problem construct naked singularity general relativity naturally divide part construction region exterior past light cone singularity extend way incomplete future null infinity yield nakedness property exterior naked singularity region ii attach interior fill ensure singularity arise regular initial datum problem resolve spherically symmetric einstein scalar field system christodoulou construction base continuously self similar ansatz require exterior interior region mildly irregular past cone singularity hand numerical work suggest exist naked singularity spacetime discrete self similarity arise smooth initial datum paper revisit problem construct exterior naked singularity region discretely self similar profile smooth past cone singularity scalar field remain uniformly bound singularity characterize infinite oscillation scalar field mass aspect ratio example require mass aspect ratio uniformly small solution distinct exterior region numerical example remain open problem smoothly attach interior fill in ii solution yield new construction naked singularity spacetime arise smooth initial datum
Bayesian nonparametric mixtures of Archimedean copulas,"Copula-based dependence modelling often relies on parametric formulations.
This is mathematically convenient but can be statistically inefficient if the
parametric families are not suitable for the data and model in focus. To
improve the flexibility in modeling dependence, we consider a Bayesian
nonparametric mixture model of Archimedean copulas which can capture complex
dependence patterns and can be extended to arbitrary dimensions. In particular
we use the Poisson-Dirichlet process as mixing distribution over the single
parameter of the Archimedean copulas. Properties of the mixture model are
studied for the main Archimedenan families and posterior distributions are
sampled via their full conditional distributions. Performance of the model is
via numerical experiments involving simulated and real data.",2024-12-12 18:29:12+00:00,"['Ruyi Pan', 'Luis E. Nieto-Barajas', 'Radu V. Craiu']",copula base dependence modelling rely parametric formulation mathematically convenient statistically inefficient parametric family suitable datum model focus improve flexibility model dependence consider bayesian nonparametric mixture model archimedean copula capture complex dependence pattern extend arbitrary dimension particular use poisson dirichlet process mix distribution single parameter archimedean copula property mixture model study main archimedenan family posterior distribution sample conditional distribution performance model numerical experiment involve simulated real datum
Capturing the Temporal Dependence of Training Data Influence,"Traditional data influence estimation methods, like influence function,
assume that learning algorithms are permutation-invariant with respect to
training data. However, modern training paradigms, especially for foundation
models using stochastic algorithms and multi-stage curricula, are sensitive to
data ordering, thus violating this assumption. This mismatch renders influence
functions inadequate for answering a critical question in machine learning: How
can we capture the dependence of data influence on the optimization trajectory
during training? To address this gap, we formalize the concept of
trajectory-specific leave-one-out (LOO) influence, which quantifies the impact
of removing a data point from a specific iteration during training, accounting
for the exact sequence of data encountered and the model's optimization
trajectory. However, exactly evaluating the trajectory-specific LOO presents a
significant computational challenge. To address this, we propose data value
embedding, a novel technique enabling efficient approximation of
trajectory-specific LOO. Specifically, we compute a training data embedding
that encapsulates the cumulative interactions between data and the evolving
model parameters. The LOO can then be efficiently approximated through a simple
dot-product between the data value embedding and the gradient of the given test
data. As data value embedding captures training data ordering, it offers
valuable insights into model training dynamics. In particular, we uncover
distinct phases of data influence, revealing that data points in the early and
late stages of training exert a greater impact on the final model. These
insights translate into actionable strategies for managing the computational
overhead of data selection by strategically timing the selection process,
potentially opening new avenues in data curation research.",2024-12-12 18:28:55+00:00,"['Jiachen T. Wang', 'Dawn Song', 'James Zou', 'Prateek Mittal', 'Ruoxi Jia']",traditional data influence estimation method like influence function assume learn algorithm permutation invariant respect training datum modern training paradigm especially foundation model stochastic algorithm multi stage curricula sensitive datum ordering violate assumption mismatch render influence function inadequate answer critical question machine learning capture dependence datum influence optimization trajectory training address gap formalize concept trajectory specific leave loo influence quantify impact remove data point specific iteration training account exact sequence datum encounter model optimization trajectory exactly evaluate trajectory specific loo present significant computational challenge address propose datum value embed novel technique enable efficient approximation trajectory specific loo specifically compute training datum embed encapsulate cumulative interaction datum evolve model parameter loo efficiently approximate simple dot product data value embed gradient give test datum datum value embed capture train datum order offer valuable insight model training dynamic particular uncover distinct phase datum influence reveal data point early late stage training exert great impact final model insight translate actionable strategy manage computational overhead data selection strategically time selection process potentially open new avenue data curation research
Identification of structures driving trailing-edge noise. Part I -- Experimental investigation,"Trailing-edge (TE) noise is the main contributor to the acoustic signature of
flows over airfoils. It originates from the interaction of turbulent structures
in the airfoil boundary layer with the TE. This study experimentally identifies
the flow structures responsible for TE noise by decomposing the data into
spanwise modes and examining the impact of spanwise coherent structures on
sound emission. We analyse a NACA0012 airfoil at moderate Reynolds numbers,
ensuring broadband TE noise, and use synchronous measurements of surface and
far-field acoustic pressure fluctuations with custom spanwise microphone
arrays. Our results demonstrate the key role of coherent structures with large
spanwise wavelengths in generating broadband TE noise. Spanwise modal
decomposition of the acoustic field shows that only waves with spanwise
wavenumbers below the acoustic wavenumber contribute to the radiated acoustic
spectrum, consistent with theoretical scattering conditions. Moreover, a strong
correlation is found between spanwise-coherent (zero wavenumber) flow
structures and radiated acoustics. At frequencies corresponding to peak TE
noise emission, the turbulent structures responsible for radiation exhibit
strikingly large spanwise wavelengths, exceeding $60\%$ of the airfoil chord
length. These findings have implications for numerical and experimental TE
noise analysis and flow control. The correlation between spectrally decomposed
turbulent fluctuations and TE noise paves the way for future aeroacoustic
modelling through linearized mean field analysis. A companion paper further
explores the nature of the spanwise-coherent structures using high-resolution
numerical simulations of the same setup.",2024-12-12 18:27:53+00:00,"['Simon Demange', 'Zhenyang Yuan', 'Simon Jekosch', 'Ennes Sarradj', 'Ardeshir Hanifi', 'André V. G. Cavalieri', 'Kilian Oberleithner']",trail edge te noise main contributor acoustic signature flow airfoil originate interaction turbulent structure airfoil boundary layer te study experimentally identify flow structure responsible te noise decompose datum spanwise mode examine impact spanwise coherent structure sound emission analyse airfoil moderate reynolds number ensure broadband te noise use synchronous measurement surface far field acoustic pressure fluctuation custom spanwise microphone array result demonstrate key role coherent structure large spanwise wavelength generate broadband te noise spanwise modal decomposition acoustic field show wave spanwise wavenumber acoustic wavenumber contribute radiate acoustic spectrum consistent theoretical scattering condition strong correlation find spanwise coherent zero wavenumber flow structure radiate acoustic frequency correspond peak te noise emission turbulent structure responsible radiation exhibit strikingly large spanwise wavelength exceed airfoil chord length finding implication numerical experimental te noise analysis flow control correlation spectrally decompose turbulent fluctuation te noise pave way future aeroacoustic modelling linearize mean field analysis companion paper explore nature spanwise coherent structure high resolution numerical simulation setup
Defect density of states of tin oxide and copper oxide p-type thin-film transistors,"The complete subgap defect density of states (DoS) is measured using the
ultrabroadband (0.15 to 3.5 eV) photoconduction response from p-type thin-film
transistors (TFTs) of tin oxide, SnO, and copper oxide, Cu$_2$O. The TFT
photoconduction spectra clearly resolve all bandgaps that further show the
presence of interfacial and oxidized minority phases. In tin oxide, the SnO
majority phase has a small 0.68 eV bandgap enabling ambipolar or p-mode TFT
operation. By contrast, in copper oxide TFTs, an oxidized minority phase with a
1.4 eV bandgap corresponding to CuO greatly reduces the channel hole mobility
at the charge accumulation region. Three distinct subgap DoS peaks are resolved
for the copper oxide TFT and are best ascribed to copper vacancies,
oxygen-on-copper antisites, and oxygen interstitials. For tin oxide TFTs, five
subgap DoS peaks are observed and are similarly linked to tin vacancies, oxygen
vacancies, and oxygen interstitials. Unipolar p-type TFT is achieved in tin
oxide only when the conduction band-edge defect density peak ascribed to oxygen
interstitials is large enough to suppress any n-mode conduction. Near the
valence band edge in both active channel materials, the metal vacancy peak
densities determine the hole concentrations, which further simulate the
observed TFT threshold voltages.",2024-12-12 18:22:51+00:00,"['Måns J. Mattsson', 'Kham M. Niang', 'Jared Parker', 'David J. Meeth', 'John F. Wager', 'Andrew J. Flewitt', 'Matt W. Graham']",complete subgap defect density state dos measure ultrabroadband ev photoconduction response p type thin film transistor tfts tin oxide sno copper oxide tft photoconduction spectra clearly resolve bandgap presence interfacial oxidize minority phase tin oxide sno majority phase small ev bandgap enable ambipolar p mode tft operation contrast copper oxide tfts oxidize minority phase ev bandgap correspond cuo greatly reduce channel hole mobility charge accumulation region distinct subgap dos peak resolve copper oxide tft well ascribe copper vacancy oxygen copper antisite oxygen interstitial tin oxide tfts subgap dos peak observe similarly link tin vacancy oxygen vacancy oxygen interstitial unipolar p type tft achieve tin oxide conduction band edge defect density peak ascribe oxygen interstitial large suppress n mode conduction near valence band edge active channel material metal vacancy peak density determine hole concentration simulate observe tft threshold voltage
Can Modern LLMs Act as Agent Cores in Radiology~Environments?,"Advancements in large language models (LLMs) have paved the way for LLM-based
agent systems that offer enhanced accuracy and interpretability across various
domains. Radiology, with its complex analytical requirements, is an ideal field
for the application of these agents. This paper aims to investigate the
pre-requisite question for building concrete radiology agents which is, `Can
modern LLMs act as agent cores in radiology environments?' To investigate it,
we introduce RadABench with three-fold contributions: First, we present
RadABench-Data, a comprehensive synthetic evaluation dataset for LLM-based
agents, generated from an extensive taxonomy encompassing 6 anatomies, 5
imaging modalities, 10 tool categories, and 11 radiology tasks. Second, we
propose RadABench-EvalPlat, a novel evaluation platform for agents featuring a
prompt-driven workflow and the capability to simulate a wide range of radiology
toolsets. Third, we assess the performance of 7 leading LLMs on our benchmark
from 5 perspectives with multiple metrics. Our findings indicate that while
current LLMs demonstrate strong capabilities in many areas, they are still not
sufficiently advanced to serve as the central agent core in a fully operational
radiology agent system. Additionally, we identify key factors influencing the
performance of LLM-based agent cores, offering insights for clinicians on how
to apply agent systems in real-world radiology practices effectively. All of
our code and data are open-sourced in
https://github.com/MAGIC-AI4Med/RadABench.",2024-12-12 18:20:16+00:00,"['Qiaoyu Zheng', 'Chaoyi Wu', 'Pengcheng Qiu', 'Lisong Dai', 'Ya Zhang', 'Yanfeng Wang', 'Weidi Xie']",advancement large language model llms pave way llm base agent system offer enhanced accuracy interpretability domain radiology complex analytical requirement ideal field application agent paper aim investigate pre requisite question build concrete radiology agent modern llms act agent core radiology environment investigate introduce radabench fold contribution present radabench data comprehensive synthetic evaluation dataset llm base agent generate extensive taxonomy encompass anatomy imaging modality tool category radiology task second propose radabench evalplat novel evaluation platform agent feature prompt drive workflow capability simulate wide range radiology toolset assess performance lead llm benchmark perspective multiple metric finding indicate current llms demonstrate strong capability area sufficiently advanced serve central agent core fully operational radiology agent system additionally identify key factor influence performance llm base agent core offer insight clinician apply agent system real world radiology practice effectively code datum open sourced
GainAdaptor: Learning Quadrupedal Locomotion with Dual Actors for Adaptable and Energy-Efficient Walking on Various Terrains,"Deep reinforcement learning (DRL) has emerged as an innovative solution for
controlling legged robots in challenging environments using minimalist
architectures. Traditional control methods for legged robots, such as inverse
dynamics, either directly manage joint torques or use proportional-derivative
(PD) controllers to regulate joint positions at a higher level. In case of DRL,
direct torque control presents significant challenges, leading to a preference
for joint position control. However, this approach necessitates careful
adjustment of joint PD gains, which can limit both adaptability and efficiency.
In this paper, we propose GainAdaptor, an adaptive gain control framework that
autonomously tunes joint PD gains to enhance terrain adaptability and energy
efficiency. The framework employs a dual-actor algorithm to dynamically adjust
the PD gains based on varying ground conditions. By utilizing a divided action
space, GainAdaptor efficiently learns stable and energy-efficient locomotion.
We validate the effectiveness of the proposed method through experiments
conducted on a Unitree Go1 robot, demonstrating improved locomotion performance
across diverse terrains.",2024-12-12 18:06:22+00:00,"['Mincheol Kim', 'Nahyun Kwon', 'Jung-Yup Kim']",deep reinforcement learning drl emerge innovative solution control legged robot challenge environment minimalist architecture traditional control method legged robot inverse dynamic directly manage joint torque use proportional derivative pd controller regulate joint position high level case drl direct torque control present significant challenge lead preference joint position control approach necessitate careful adjustment joint pd gain limit adaptability efficiency paper propose gainadaptor adaptive gain control framework autonomously tune joint pd gain enhance terrain adaptability energy efficiency framework employ dual actor algorithm dynamically adjust pd gain base vary ground condition utilize divided action space gainadaptor efficiently learn stable energy efficient locomotion validate effectiveness propose method experiment conduct unitree robot demonstrate improve locomotion performance diverse terrain
Clifford Perturbation Approximation for Quantum Error Mitigation,"Quantum error mitigation (QEM) is critical for harnessing the potential of
near-term quantum devices. Particularly, QEM protocols can be designed based on
machine learning, where the mapping between noisy computational outputs and
ideal ones can be learned on a training set consisting of Clifford circuits or
near-Clifford circuits that contain only a limited number of non-Clifford
gates. This learned mapping is then applied to noisy target circuits to
estimate the ideal computational output. In this work, we propose a
learning-based error mitigation framework called Clifford Perturbation Data
Regression (CPDR), which constructs training sets by Clifford circuits with
small perturbations. Specifically, these circuits are parameterized quantum
circuits, where the rotation angles of the gates are restricted to a narrow
range, ensuring that the gates remain close to Clifford gates. This design
enables the efficient simulation of the training circuits using the Sparse
Pauli Dynamics method. As a result, CPDR is able to utilize training sets with
a better diversity to train the model, compared with previous learning-based
QEM models that construct training sets with only Clifford or near-Clifford
circuits. Numerical simulations on small-scale Ising model circuits demonstrate
that the performance of CPDR dramatically outperforms that of existing methods
such as Zero-Noise Extrapolation and learning-based Probabilistic Error
Cancellation. Furthermore, using the experimental data from IBM's 127-qubit
Eagle processor, our findings suggest that CPDR demonstrates improved accuracy
compared to the original mitigation results reported in [Nature 618, 500
(2023)].",2024-12-12 18:01:54+00:00,"['Ruiqi Zhang', 'Yuguo Shao', 'Fuchuan Wei', 'Song Cheng', 'Zhaohui Wei', 'Zhengwei Liu']",quantum error mitigation qem critical harness potential near term quantum device particularly qem protocol design base machine learning mapping noisy computational output ideal one learn training set consist clifford circuit near clifford circuit contain limited number non clifford gate learn mapping apply noisy target circuit estimate ideal computational output work propose learning base error mitigation framework call clifford perturbation data regression cpdr construct training set clifford circuit small perturbation specifically circuit parameterized quantum circuit rotation angle gate restrict narrow range ensure gate remain close clifford gate design enable efficient simulation training circuit sparse pauli dynamics method result cpdr able utilize training set well diversity train model compare previous learning base qem model construct training set clifford near clifford circuit numerical simulation small scale ising model circuit demonstrate performance cpdr dramatically outperform exist method zero noise extrapolation learning base probabilistic error cancellation furthermore experimental datum ibm qubit eagle processor finding suggest cpdr demonstrate improved accuracy compare original mitigation result report nature
Geometric Deep Learning for Realized Covariance Matrix Forecasting,"Traditional methods employed in matrix volatility forecasting often overlook
the inherent Riemannian manifold structure of symmetric positive definite
matrices, treating them as elements of Euclidean space, which can lead to
suboptimal predictive performance. Moreover, they often struggle to handle
high-dimensional matrices. In this paper, we propose a novel approach for
forecasting realized covariance matrices of asset returns using a
Riemannian-geometry-aware deep learning framework. In this way, we account for
the geometric properties of the covariance matrices, including possible
non-linear dynamics and efficient handling of high-dimensionality. Moreover,
building upon a Fr\'echet sample mean of realized covariance matrices, we are
able to extend the HAR model to the matrix-variate. We demonstrate the efficacy
of our approach using daily realized covariance matrices for the 50 most
capitalized companies in the S&P 500 index, showing that our method outperforms
traditional approaches in terms of predictive accuracy.",2024-12-12 18:01:48+00:00,"['Andrea Bucci', 'Michele Palma', 'Chao Zhang']",traditional method employ matrix volatility forecasting overlook inherent riemannian manifold structure symmetric positive definite matrix treat element euclidean space lead suboptimal predictive performance struggle handle high dimensional matrix paper propose novel approach forecasting realize covariance matrix asset return riemannian geometry aware deep learning framework way account geometric property covariance matrix include possible non linear dynamic efficient handling high dimensionality build sample mean realize covariance matrix able extend har model matrix variate demonstrate efficacy approach daily realize covariance matrix capitalize company index show method outperform traditional approach term predictive accuracy
Search for Inelastic Boosted Dark Matter with the ICARUS Detector at the Gran Sasso Underground National Laboratory,"We present the result of a search for inelastic boosted dark matter using the
data corresponding to an exposure of 0.13 kton$\cdot$year, collected by the
ICARUS T-600 detector during its 2012--2013 operational period at the INFN Gran
Sasso Underground National Laboratory. The benchmark boosted dark matter model
features a multi-particle dark sector with a U(1)$'$ gauge boson, the dark
photon. The kinetic mixing of the dark photon with the Standard Model photon
allows for a portal between the dark sector and the visible sector. The
inelastic boosted dark matter interaction occurs when a dark matter particle
inelastically scatters with an electron in the ICARUS detector, producing an
outgoing, heavier dark sector state which subsequently decays back down to the
dark matter particle, emitting a dark photon. The dark photon subsequently
couples to a Standard Model photon through kinetic mixing. The Standard Model
photon then converts to an electron-positron pair in the detector. This
interaction process provides a distinct experimental signature which consists
of a recoil electron from the primary interaction and an associated
electron-positron pair from the secondary vertex. After analyzing 4,134
triggered events, the search results in zero observed events. Exclusion limits
are set in the dark photon mass and coupling ($m_X, \epsilon$) parameter space
for several selected optimal boosted dark matter mass sets.",2024-12-12 18:00:30+00:00,"['H. Carranza', 'J. Yu', 'B. Brown', 'S. Blanchard', 'S. Chakraborty', 'R. Raut', 'D. Kim', 'M. Antonello', 'B. Baibussinov', 'V. Bellini', 'P. Benetti', 'F. Boffelli', '6 M. Bonesini', 'A. Bubak', 'E. Calligarich', 'S. Centro', 'A. Cesana', 'K. Cieslik', 'A. G. Cocco', 'A. Dabrowska', 'A. Dermenev', 'A. Falcone', 'C. Farnese', 'A. Fava', 'A. Ferrari', 'D. Gibin', 'S. Gninenko', 'A. Guglielmi', 'J. Holeczek', 'M. Janik', 'M. Kirsanov', 'J. Kisiel', 'I. Kochanek', 'J. Lagoda', 'A. Menegolli', 'G. Meng', 'C. Montanari', 'S. Otwinowski', 'C. Petta', 'F. Pietropaolo', 'A. Rappoldi', 'G. L. Raselli', 'M. Rossella', 'C. Rubbia', 'P. Sala', 'A. Scaramelli', 'F. Sergiampietri', 'D. Stefan', 'M. Szarska', 'M. Terrani', 'M. Torti', 'F. Tortorici', 'F. Varanini', 'S. Ventura', 'C. Vignoli', 'H. Wang', 'X. Yang', 'A. Zalewska', 'A. Zani', 'K. Zaremba']",present result search inelastic boost dark matter datum correspond exposure collect icarus detector operational period infn gran sasso underground national laboratory benchmark boost dark matter model feature multi particle dark sector gauge boson dark photon kinetic mixing dark photon standard model photon allow portal dark sector visible sector inelastic boost dark matter interaction occur dark matter particle inelastically scatter electron icarus detector produce outgoing heavy dark sector state subsequently decay dark matter particle emit dark photon dark photon subsequently couple standard model photon kinetic mixing standard model photon convert electron positron pair detector interaction process provide distinct experimental signature consist recoil electron primary interaction associated electron positron pair secondary vertex analyze trigger event search result zero observed event exclusion limit set dark photon mass coupling parameter space select optimal boost dark matter mass set
Influence of Nb Alloying on Nb Recrystallization and the Upper Critical Field of Nb3Sn,"Nb3Sn conductors are important candidates for high-field magnets for particle
accelerators, and they continue to be widely used for many laboratory and NMR
magnets. However, the critical current density, Jc, of present Nb3Sn conductors
declines swiftly above 12-15T. State-of-the-art Ta- and Ti-doped strands
exhibit upper critical field, Hc2, values of 24-26.5T (4.2K) and do not reach
the FCC target Jc, which serves as the present stretch target for Nb3Sn
development. As recently demonstrated, to meet this goal requires enhanced
vortex pinning but an independent and supplementary approach is to
significantly enhance Hc2. In this study, we have arc-melted multiple Nb alloys
with added Hf, Zr, Ta and Ti and drawn them successfully into monofilament
wires to investigate the possibilities of Hc2 enhancement through alloying.
Hc2(T) was measured for all samples in fields up to 16T and some up to 31T. We
have found that all alloys show good agreement with the standard Werthamer,
Helfand, and Hohenberg (WHH) fitting procedure without the need to adjust the
paramagnetic limitation parameter (alpha) and spin-orbit scattering parameter
(lambda_so). The evaluation of dHc2/dT near Tc, which is proportional to the
electronic specific heat coefficient (gamma) and the normal state resistivity
(rho_n), allows a better understanding of the induced disorder introduced by
alloying in the A15 phase. So far, we have observed that Hf alloying of pure Nb
can enhance Hc2(0) by 3-4T to 28T, while adding just 1 at. %Hf or Zr into a
Nb4Ta base alloy can raise Hc2(0) to 31T. Very importantly we find that Hf and
Zr raise the alloy recrystallization temperature above the usual A15 reaction
temperature range of 650{\deg}C-750{\deg}C, thus ensuring denser A15 phase
nucleation in the Nb alloy grain boundaries, possibly leading to a more
homogeneous A15 phase Sn content and refined A15 grain size. The potential
for...",2024-12-12 17:59:30+00:00,"['Nawaraj Paudel', 'Chiara Tarantini', 'Shreyas Balachandran', 'William L. Starch', 'Peter J. Lee', 'David C. Larbalestier']",conductor important candidate high field magnet particle accelerator continue widely laboratory nmr magnet critical current density jc present conductor decline swiftly state art ti dope strand exhibit upper critical field value t k reach fcc target jc serve present stretch target development recently demonstrate meet goal require enhance vortex pin independent supplementary approach significantly enhance study arc melt multiple nb alloy add hf zr ta ti draw successfully monofilament wire investigate possibility enhancement alloying measure sample field t find alloy good agreement standard werthamer helfand hohenberg whh fitting procedure need adjust paramagnetic limitation parameter alpha spin orbit scatter parameter evaluation dt near tc proportional electronic specific heat coefficient gamma normal state resistivity allow well understanding induced disorder introduce alloying phase far observe hf alloying pure nb enhance t t add hf zr base alloy raise importantly find hf zr raise alloy recrystallization temperature usual reaction temperature range ensure denser phase nucleation nb alloy grain boundary possibly lead homogeneous phase sn content refine grain size potential
GEAL: Generalizable 3D Affordance Learning with Cross-Modal Consistency,"Identifying affordance regions on 3D objects from semantic cues is essential
for robotics and human-machine interaction. However, existing 3D affordance
learning methods struggle with generalization and robustness due to limited
annotated data and a reliance on 3D backbones focused on geometric encoding,
which often lack resilience to real-world noise and data corruption. We propose
GEAL, a novel framework designed to enhance the generalization and robustness
of 3D affordance learning by leveraging large-scale pre-trained 2D models. We
employ a dual-branch architecture with Gaussian splatting to establish
consistent mappings between 3D point clouds and 2D representations, enabling
realistic 2D renderings from sparse point clouds. A granularity-adaptive fusion
module and a 2D-3D consistency alignment module further strengthen cross-modal
alignment and knowledge transfer, allowing the 3D branch to benefit from the
rich semantics and generalization capacity of 2D models. To holistically assess
the robustness, we introduce two new corruption-based benchmarks: PIAD-C and
LASO-C. Extensive experiments on public datasets and our benchmarks show that
GEAL consistently outperforms existing methods across seen and novel object
categories, as well as corrupted data, demonstrating robust and adaptable
affordance prediction under diverse conditions. Code and corruption datasets
have been made publicly available.",2024-12-12 17:59:03+00:00,"['Dongyue Lu', 'Lingdong Kong', 'Tianxin Huang', 'Gim Hee Lee']",identify affordance region object semantic cue essential robotic human machine interaction exist affordance learning method struggle generalization robustness limited annotate datum reliance backbone focus geometric encoding lack resilience real world noise datum corruption propose geal novel framework design enhance generalization robustness affordance learn leverage large scale pre train model employ dual branch architecture gaussian splatte establish consistent mapping point cloud representation enable realistic rendering sparse point cloud granularity adaptive fusion module consistency alignment module strengthen cross modal alignment knowledge transfer allow branch benefit rich semantic generalization capacity model holistically assess robustness introduce new corruption base benchmark piad c laso extensive experiment public dataset benchmark geal consistently outperform exist method see novel object category corrupted datum demonstrate robust adaptable affordance prediction diverse condition code corruption dataset publicly available
Vision Transformers for Efficient Indoor Pathloss Radio Map Prediction,"Vision Transformers (ViTs) have demonstrated remarkable success in achieving
state-of-the-art performance across various image-based tasks and beyond. In
this study, we employ a ViT-based neural network to address the problem of
indoor pathloss radio map prediction. The network's generalization ability is
evaluated across diverse settings, including unseen buildings, frequencies, and
antennas with varying radiation patterns. By leveraging extensive data
augmentation techniques and pretrained DINOv2 weights, we achieve promising
results, even under the most challenging scenarios.",2024-12-12 17:55:00+00:00,"['Edvard Ghukasyan', 'Hrant Khachatrian', 'Rafayel Mkrtchyan', 'Theofanis P. Raptis']",vision transformers vits demonstrate remarkable success achieve state art performance image base task study employ vit base neural network address problem indoor pathloss radio map prediction network generalization ability evaluate diverse setting include unseen building frequency antenna varying radiation pattern leverage extensive datum augmentation technique pretraine weight achieve promising result challenging scenario
